员工满意度,考核评分,项目数量,每月在公司工作时间,司龄,工作事故,是否离职,五年内是否升职,部门,薪水
0.57,0.54,3,157,4,1,0,0,sales,high
0.75,0.69,3,242,3,0,0,0,sales,high
0.6,0.98,4,265,2,0,0,0,sales,low
0.96,0.92,3,196,4,0,0,0,sales,low
0.75,0.67,4,135,2,0,0,0,sales,high
1,0.61,6,270,3,0,0,0,sales,low
0.92,0.97,4,201,2,0,0,0,sales,medium
0.84,0.93,5,225,4,0,0,0,sales,high
0.82,0.77,4,205,3,0,0,0,sales,medium
0.74,0.42,3,131,3,0,0,0,sales,medium
0.21,0.39,2,118,4,0,0,0,sales,medium
0.62,0.64,5,187,3,0,0,0,sales,medium
0.54,0.48,3,275,2,0,0,0,sales,high
0.55,0.97,5,125,4,0,0,0,sales,medium
0.84,0.55,4,270,3,1,0,0,sales,medium
0.61,0.56,2,123,2,0,0,0,sales,medium
0.64,0.53,3,281,3,0,0,0,sales,high
0.92,0.51,3,223,2,0,0,0,sales,medium
0.86,0.87,3,268,2,0,0,0,sales,high
0.6,0.74,4,174,3,0,0,0,accounting,low
0.86,0.92,3,162,3,1,0,0,accounting,medium
0.55,0.51,3,192,3,0,0,0,accounting,medium
0.54,0.58,4,178,3,0,0,0,hr,medium
0.49,0.9,3,250,2,0,0,0,hr,medium
0.98,0.72,3,262,4,0,0,0,hr,low
0.55,0.55,5,194,3,1,0,0,hr,low
0.64,0.5,3,146,3,0,0,0,technical,low
0.54,0.53,4,245,2,0,0,0,technical,low
0.58,0.45,3,131,2,0,0,0,technical,low
0.57,0.37,3,108,4,0,0,0,technical,low
0.65,0.64,5,206,3,0,0,0,technical,low
0.6,0.4,3,146,4,1,0,0,technical,low
0.59,0.45,2,171,2,0,0,0,technical,low
0.77,0.5,4,173,2,1,0,0,technical,low
0.55,0.49,5,240,3,0,0,0,technical,high
0.5,0.6,4,199,2,0,0,0,technical,low
0.43,0.77,3,237,3,1,0,0,technical,low
0.58,0.84,3,258,4,0,0,0,support,low
0.66,0.68,4,269,3,1,0,0,support,low
0.7,0.8,5,245,4,0,0,0,support,high
0.82,0.54,4,164,3,0,0,0,support,low
0.49,0.49,4,256,3,1,0,0,support,low
0.99,0.79,4,213,3,0,0,0,support,low
0.96,0.73,3,193,3,1,0,0,support,high
0.7,0.57,3,179,2,0,0,0,support,low
0.22,0.89,6,278,5,1,0,0,support,medium
0.91,0.52,3,256,2,0,0,0,support,high
0.18,0.76,5,173,4,0,0,0,support,medium
0.84,0.68,4,179,3,0,0,0,technical,high
0.66,0.38,4,145,5,0,0,0,technical,medium
0.49,0.65,3,168,4,0,0,0,technical,medium
0.88,0.89,4,213,3,0,0,0,management,medium
0.69,0.91,6,150,5,0,0,0,IT,medium
0.83,0.75,3,262,3,0,0,0,IT,medium
0.56,0.84,4,149,4,1,0,0,IT,medium
0.95,0.77,5,139,2,0,0,0,IT,medium
0.56,1,3,272,2,0,0,0,IT,medium
0.93,0.73,3,252,4,0,0,0,product_mng,high
0.84,0.52,3,232,4,0,0,0,product_mng,low
0.84,0.48,3,266,2,0,0,0,product_mng,medium
0.52,0.65,4,264,3,0,0,0,product_mng,medium
0.98,0.8,4,142,2,0,0,0,IT,medium
0.66,0.64,5,208,4,0,0,0,RandD,medium
0.92,0.49,5,178,2,1,0,0,RandD,medium
0.71,0.8,5,192,3,0,0,0,RandD,medium
0.65,0.92,4,242,2,0,0,0,RandD,medium
0.23,0.47,4,277,5,0,0,0,RandD,medium
0.71,0.97,3,173,2,1,0,0,marketing,medium
0.21,0.65,4,276,6,0,0,0,marketing,high
0.7,0.72,2,189,3,0,0,0,sales,low
0.9,0.5,4,139,2,0,0,0,accounting,low
0.6,0.52,5,140,3,0,0,0,support,low
0.58,0.63,5,191,3,1,0,0,technical,high
0.73,0.72,5,178,2,0,0,0,management,low
0.56,0.67,4,184,3,0,0,0,marketing,low
0.97,0.57,3,144,3,0,0,0,marketing,low
0.92,0.91,3,160,2,0,0,0,marketing,high
0.77,0.68,3,225,2,0,0,0,sales,low
0.97,0.81,5,266,2,0,0,0,sales,low
0.7,0.69,5,154,2,0,0,0,sales,low
0.78,0.82,4,142,2,1,0,0,sales,low
0.77,0.87,3,207,4,1,0,0,sales,low
0.66,0.53,4,162,3,0,0,0,sales,low
0.25,0.98,6,287,5,1,0,0,sales,low
0.89,0.87,2,270,6,1,0,0,sales,medium
0.15,0.66,5,160,4,1,0,0,sales,medium
0.26,0.91,6,113,2,0,0,0,sales,medium
0.74,0.58,4,178,4,0,0,0,sales,medium
0.52,0.83,3,153,2,0,0,0,sales,medium
0.95,0.62,4,255,2,0,0,0,sales,medium
0.66,0.82,4,257,3,1,0,0,sales,medium
0.79,0.66,4,243,3,0,0,0,sales,medium
0.98,0.94,3,179,3,0,0,0,sales,medium
0.4,0.37,3,123,2,0,0,0,sales,medium
1,0.68,3,132,2,0,0,0,sales,medium
0.71,0.79,3,134,3,0,0,0,sales,medium
0.48,0.45,3,277,2,1,0,0,accounting,high
0.76,1,5,265,2,0,0,0,accounting,low
0.61,0.62,4,269,4,0,0,0,accounting,medium
0.74,0.9,4,156,4,0,0,0,hr,medium
0.24,0.94,6,237,5,0,0,0,hr,medium
0.79,0.97,3,271,2,0,0,0,hr,medium
0.75,0.98,3,206,2,0,0,0,hr,low
0.6,0.98,4,192,3,0,0,0,technical,low
0.72,0.95,4,230,3,0,0,0,technical,low
1,0.6,4,261,3,0,0,0,technical,low
0.55,0.88,3,173,3,1,0,0,technical,low
0.3,0.98,2,109,4,1,0,0,technical,low
0.89,0.59,3,247,4,0,0,0,technical,low
0.84,0.84,5,163,3,0,0,0,technical,low
0.67,0.64,4,149,4,0,0,0,technical,low
0.15,0.48,6,218,6,0,0,0,technical,low
0.59,0.75,4,194,2,0,0,0,technical,low
0.5,0.59,4,157,2,0,0,0,technical,low
0.23,0.68,5,244,3,0,0,0,support,low
0.95,0.58,5,169,2,0,0,0,support,low
0.31,0.53,2,146,3,1,0,0,support,low
0.47,0.55,5,207,3,0,0,0,support,low
0.26,0.95,3,195,5,0,0,0,support,low
0.55,0.64,6,148,4,0,0,0,support,low
0.89,0.58,3,272,2,0,0,0,support,low
0.88,0.68,3,185,2,0,0,0,support,low
0.98,0.62,5,260,2,1,0,0,support,low
0.96,0.48,3,182,2,1,0,0,support,medium
0.85,0.65,3,195,3,0,0,0,support,medium
0.96,0.85,3,168,3,0,0,0,technical,medium
0.85,0.88,3,198,4,1,0,0,technical,medium
0.59,0.93,5,172,2,0,0,0,technical,medium
0.51,0.5,4,216,2,1,0,0,management,medium
0.5,0.75,3,232,2,0,0,0,IT,medium
0.53,0.59,3,148,3,0,0,0,IT,medium
0.44,0.83,4,210,2,0,0,0,IT,medium
0.99,0.55,3,197,2,0,0,0,IT,medium
0.73,0.83,4,241,3,0,0,0,IT,medium
0.51,0.71,5,154,2,0,0,0,product_mng,medium
0.5,0.84,3,259,2,0,0,0,product_mng,high
0.52,0.76,4,106,2,1,0,0,product_mng,low
0.74,0.74,5,262,2,0,0,0,product_mng,medium
0.69,0.89,2,202,2,0,0,0,IT,medium
0.22,0.65,5,174,5,1,0,0,RandD,medium
0.49,0.89,4,240,2,0,0,0,RandD,medium
0.7,0.57,5,247,3,0,0,0,RandD,low
0.68,0.63,4,148,3,0,0,0,RandD,low
0.66,0.84,5,187,2,1,0,0,RandD,low
0.99,0.58,4,183,3,0,0,0,marketing,low
0.88,0.59,4,240,2,0,0,0,sales,low
0.2,0.54,4,149,3,0,0,0,accounting,low
0.56,0.44,2,130,3,0,0,0,support,low
0.68,0.85,4,203,2,0,0,0,technical,low
0.85,0.6,3,218,3,0,0,0,management,low
0.95,0.95,4,204,3,1,0,0,marketing,low
0.6,0.77,4,163,3,1,0,0,marketing,low
0.61,0.53,4,183,3,0,0,0,marketing,low
0.55,0.55,4,211,4,0,0,0,sales,low
0.64,0.78,5,156,5,1,0,0,sales,low
0.64,0.6,3,196,3,0,0,0,sales,low
0.87,0.54,4,162,2,0,0,0,sales,low
0.2,0.9,3,218,4,0,0,0,sales,low
0.99,0.64,4,135,2,1,0,0,sales,low
0.96,0.7,2,273,3,0,0,0,sales,low
0.53,0.65,3,241,3,0,0,0,sales,low
0.7,0.39,6,285,4,0,0,0,sales,low
0.68,0.61,6,236,3,0,0,0,sales,medium
0.96,0.48,4,222,3,0,0,0,sales,medium
0.64,0.64,4,242,3,0,0,0,sales,medium
0.86,0.65,5,166,3,0,0,0,sales,medium
0.87,0.84,3,172,3,0,0,0,sales,medium
0.53,0.56,4,249,2,0,0,0,sales,medium
0.72,0.98,4,180,2,0,0,0,sales,medium
0.83,0.59,4,197,4,0,0,0,sales,medium
0.97,0.54,5,185,2,0,0,0,sales,medium
0.92,0.76,3,171,2,0,0,0,sales,medium
0.82,0.95,6,191,6,0,0,0,accounting,medium
0.59,0.56,4,250,2,0,0,0,accounting,medium
0.84,0.95,5,199,3,0,0,0,accounting,high
0.71,0.84,3,139,2,0,0,0,hr,low
0.49,0.98,3,224,3,0,0,0,hr,medium
0.78,0.61,3,227,3,0,0,0,hr,medium
0.84,0.81,4,198,2,0,0,0,hr,medium
0.85,0.96,5,165,5,0,0,0,technical,medium
0.87,0.93,4,199,3,0,0,0,technical,low
0.94,0.84,5,203,3,0,0,0,technical,low
0.82,0.97,4,243,3,1,0,0,technical,low
0.78,0.78,3,135,3,0,0,0,technical,low
0.47,0.55,4,100,4,1,0,0,technical,low
0.5,0.48,2,150,3,1,0,0,technical,low
0.75,0.82,4,252,3,0,0,0,technical,low
0.36,0.39,3,98,3,0,0,0,technical,low
0.91,0.61,3,262,3,0,0,0,technical,low
0.87,0.68,3,257,3,0,0,0,technical,low
0.97,0.94,3,160,3,0,0,0,support,low
0.71,0.65,3,190,3,0,0,0,support,low
0.83,0.65,3,231,2,0,0,0,support,low
0.42,0.51,3,190,4,0,0,0,support,low
0.53,0.51,4,181,3,0,0,0,support,low
0.56,0.88,4,273,3,0,0,0,support,low
0.26,0.7,5,214,6,1,0,0,support,low
0.53,0.49,4,192,2,0,0,0,support,low
0.99,0.73,4,224,2,0,0,0,support,low
0.48,0.43,3,96,3,0,0,0,support,low
0.91,0.5,3,276,4,0,0,0,support,low
0.76,0.79,3,162,2,1,0,0,technical,medium
0.67,0.8,4,190,4,0,0,0,technical,medium
0.58,0.6,4,147,3,0,0,0,technical,medium
0.57,0.78,4,143,3,0,0,0,management,medium
0.55,0.57,5,280,6,1,0,0,IT,medium
0.79,0.49,3,137,2,0,0,0,IT,medium
0.48,0.98,3,259,6,0,0,0,IT,medium
0.68,0.69,4,176,3,1,0,0,IT,medium
0.19,0.64,5,231,4,1,0,0,IT,medium
0.99,0.48,3,104,3,0,0,0,product_mng,medium
0.3,0.76,5,224,2,0,0,0,product_mng,medium
0.81,0.85,4,202,3,1,0,0,product_mng,medium
0.58,0.74,4,180,3,0,0,0,product_mng,high
0.74,0.61,3,228,2,1,0,0,IT,low
0.59,0.74,5,165,2,0,0,0,RandD,medium
0.46,0.63,2,177,6,0,0,0,RandD,medium
0.58,0.43,3,194,2,1,0,0,RandD,medium
0.77,0.95,3,192,4,1,0,0,RandD,medium
0.79,0.77,4,171,2,0,0,0,RandD,low
0.51,0.95,3,187,2,0,0,0,marketing,low
0.7,0.58,3,205,3,0,0,0,sales,low
0.84,0.73,5,230,4,1,0,0,accounting,low
0.19,0.9,5,172,2,0,0,0,support,low
0.9,0.52,4,167,3,1,0,0,technical,low
0.19,0.91,5,145,3,0,0,0,management,low
0.96,0.53,3,166,3,0,0,0,marketing,low
0.87,1,3,148,3,0,0,0,marketing,low
0.5,0.89,5,223,3,0,0,0,marketing,low
0.88,0.58,2,123,4,0,0,0,sales,low
0.55,0.99,3,158,3,0,0,0,sales,low
0.89,0.86,3,223,2,0,0,0,sales,low
0.58,0.69,3,252,3,0,0,0,sales,low
0.58,0.96,5,143,2,0,0,0,sales,low
0.34,0.88,5,131,6,0,0,0,sales,low
0.54,0.65,5,206,4,1,0,0,sales,low
0.59,0.54,4,210,3,0,0,0,sales,low
0.88,0.96,4,262,3,0,0,0,sales,medium
0.72,0.69,4,147,3,0,0,0,sales,medium
0.79,0.75,4,259,3,0,0,0,sales,medium
0.51,0.73,4,174,3,0,0,0,sales,medium
0.84,0.84,3,150,4,0,0,0,sales,medium
0.95,0.67,4,219,2,0,0,0,sales,medium
0.58,0.88,5,178,4,0,0,0,sales,medium
0.69,0.98,3,269,3,1,0,0,sales,medium
0.17,0.64,6,205,5,1,0,0,sales,medium
0.81,0.72,3,232,3,1,0,0,sales,medium
0.41,0.5,3,193,3,0,0,0,sales,medium
0.12,0.42,3,110,2,0,0,0,accounting,medium
0.71,0.6,4,208,3,0,0,0,accounting,high
0.32,0.69,5,157,4,0,0,0,accounting,low
0.83,0.98,5,187,4,0,0,0,hr,medium
0.74,0.92,4,226,3,0,0,0,hr,medium
0.67,0.85,4,266,3,0,0,0,hr,medium
0.85,0.56,3,159,3,0,0,0,hr,medium
0.49,0.75,4,259,3,1,0,0,technical,low
0.7,0.74,4,150,3,1,0,0,technical,low
0.44,0.58,4,152,3,0,0,0,technical,low
0.5,0.87,5,245,2,0,0,0,technical,low
0.63,0.74,5,227,2,0,0,0,technical,low
0.87,0.77,4,261,3,0,0,0,technical,low
0.82,0.53,4,162,3,1,0,0,technical,low
0.97,0.89,4,193,3,0,0,0,technical,low
0.9,0.81,4,144,2,0,0,0,technical,low
0.41,0.5,6,151,2,0,0,0,technical,low
0.58,0.94,4,225,2,0,0,0,technical,low
0.77,0.5,5,170,2,0,0,0,support,low
0.89,0.75,4,246,3,1,0,0,support,low
0.64,0.72,4,254,3,0,0,0,support,low
0.31,0.79,2,193,4,0,0,0,support,low
0.6,0.88,4,175,3,0,0,0,support,low
0.2,1,3,123,4,0,0,0,support,low
0.13,0.6,3,178,5,0,0,0,support,low
0.95,0.9,3,259,2,0,0,0,support,low
0.15,0.96,5,201,6,0,0,0,support,low
0.22,0.98,4,185,3,0,0,0,support,low
0.33,0.51,2,166,3,0,0,0,support,medium
0.23,0.96,4,213,4,0,0,0,technical,medium
0.85,0.79,4,138,2,0,0,0,technical,medium
0.79,0.57,3,168,2,0,0,0,technical,medium
0.6,0.6,4,197,3,0,0,0,management,medium
0.89,0.74,5,220,3,0,0,0,IT,medium
0.65,0.92,3,101,3,1,0,0,IT,medium
0.61,0.7,4,175,3,1,0,0,IT,medium
0.4,0.79,5,181,5,0,0,0,IT,medium
0.49,0.57,3,157,3,0,0,0,IT,medium
0.95,0.75,3,247,2,0,0,0,product_mng,medium
0.85,1,5,244,2,0,0,0,product_mng,medium
0.24,0.39,4,152,5,0,0,0,product_mng,high
0.85,0.99,5,176,4,0,0,0,product_mng,low
0.99,0.98,5,241,2,0,0,0,IT,medium
0.49,0.49,4,240,2,0,0,0,RandD,medium
0.56,0.73,3,226,3,0,0,0,RandD,medium
0.65,0.66,6,240,4,0,0,0,RandD,medium
0.62,0.68,3,253,5,1,0,0,RandD,low
0.78,0.68,4,174,3,1,0,0,RandD,low
0.54,0.7,3,213,2,0,0,0,marketing,low
0.61,0.77,4,195,2,0,0,0,sales,low
0.49,0.99,6,230,4,0,0,0,accounting,low
0.29,0.85,2,248,6,1,0,0,support,low
0.64,0.79,4,274,2,1,0,0,technical,low
0.93,0.94,4,217,2,0,0,0,management,low
0.16,0.66,6,229,6,0,0,0,marketing,low
0.68,0.85,5,173,3,0,0,0,marketing,low
0.71,0.8,2,146,4,0,0,0,marketing,low
0.62,0.82,5,151,5,0,0,0,sales,low
0.74,0.75,2,137,3,1,0,0,sales,low
0.81,0.5,3,198,3,0,0,0,sales,low
0.2,0.82,4,190,5,0,0,0,sales,low
0.51,0.91,4,206,3,0,0,0,sales,low
0.55,0.99,4,238,3,0,0,0,sales,low
0.45,0.41,3,193,2,1,0,0,sales,low
0.91,0.61,4,176,3,0,0,0,sales,low
0.73,0.59,6,121,5,0,0,0,sales,low
0.98,0.88,4,145,2,0,0,0,sales,low
0.62,0.65,4,212,3,1,0,0,sales,medium
0.57,0.62,3,198,4,0,0,0,sales,medium
0.99,0.57,3,189,4,1,0,0,sales,medium
0.82,0.68,2,200,3,0,0,0,sales,medium
0.24,0.81,4,217,5,0,0,0,sales,medium
0.84,0.73,5,245,3,0,0,0,sales,medium
0.9,0.55,3,260,3,0,0,0,sales,medium
0.13,0.73,5,206,5,0,0,0,sales,medium
