员工满意度,考核评分,项目数量,每月在公司工作时间,司龄,工作事故,是否离职,五年内是否升职,部门,薪水
0.63,0.96,4,167,2,0,0,0,technical,medium
0.21,0.5,5,255,5,0,0,0,technical,medium
0.94,0.78,3,184,3,1,0,0,technical,medium
0.94,0.89,4,239,3,0,0,0,technical,medium
0.96,0.54,3,153,2,0,0,0,technical,medium
0.49,0.5,4,187,5,1,0,0,support,medium
0.82,0.68,2,285,2,0,0,0,support,medium
0.6,0.5,3,274,3,0,0,0,support,medium
0.76,0.5,3,156,3,1,0,0,support,medium
0.69,0.64,5,265,2,1,0,0,support,high
1,0.94,4,144,3,0,0,0,support,low
0.62,0.66,4,143,3,0,0,0,support,medium
0.4,0.99,4,214,6,1,0,0,support,medium
0.94,0.91,3,163,3,0,0,0,support,medium
0.76,0.84,4,236,4,0,0,0,support,medium
0.58,0.69,3,146,4,0,0,0,support,low
0.85,0.78,4,106,2,0,0,0,technical,low
0.45,0.52,2,105,3,0,0,0,technical,low
0.13,0.67,3,181,4,0,0,0,technical,low
0.24,0.5,5,174,4,0,0,0,management,low
0.64,0.69,3,207,2,1,0,0,IT,low
0.63,0.61,6,118,2,0,0,0,IT,low
0.61,0.99,4,251,2,0,0,0,IT,low
0.71,0.99,2,136,3,0,0,0,IT,low
0.9,0.89,5,249,3,1,0,0,IT,low
0.17,0.76,4,171,5,0,0,0,product_mng,low
0.93,0.97,3,256,2,1,0,0,product_mng,low
0.83,0.89,5,141,3,1,0,0,product_mng,low
0.58,0.75,4,186,2,0,0,0,product_mng,low
0.76,0.5,3,258,3,0,0,0,IT,low
0.5,0.78,3,228,2,0,0,0,RandD,low
0.22,0.81,5,205,4,0,0,0,RandD,low
0.9,0.88,4,174,3,0,0,0,RandD,low
0.7,0.63,3,155,4,1,0,0,RandD,low
0.73,0.85,5,245,3,0,0,0,RandD,low
0.84,0.87,3,271,3,0,0,0,marketing,low
0.55,0.63,5,184,4,0,0,0,marketing,medium
0.63,0.98,4,175,2,0,0,0,sales,medium
0.51,0.92,3,224,3,0,0,0,accounting,medium
0.81,0.76,4,177,3,0,0,0,support,medium
0.8,0.96,4,268,3,0,0,0,technical,medium
0.99,0.97,4,208,3,0,0,0,management,medium
0.9,0.87,5,219,2,0,0,0,marketing,medium
0.65,0.67,5,128,5,0,0,0,marketing,medium
0.75,0.75,3,273,3,0,0,0,marketing,medium
0.62,0.49,4,218,4,0,0,0,sales,medium
0.61,0.63,5,230,3,0,0,0,sales,medium
0.24,0.6,4,195,5,0,0,0,sales,medium
0.71,0.63,3,254,3,1,0,0,sales,high
0.49,0.8,2,275,2,0,0,0,sales,low
0.44,0.66,3,162,2,0,0,0,sales,medium
0.75,0.87,4,193,3,0,0,0,sales,medium
0.74,0.84,3,239,4,0,0,0,sales,medium
0.62,0.87,5,149,3,0,0,0,sales,medium
0.51,0.58,3,155,3,0,0,0,sales,low
0.61,0.59,5,271,2,0,0,0,sales,low
0.56,0.49,5,163,3,0,0,0,sales,low
0.79,0.76,3,160,3,0,0,0,sales,low
0.68,0.75,6,274,5,0,0,0,sales,low
0.9,0.84,2,199,3,0,0,0,sales,low
0.83,0.93,5,241,3,0,0,0,sales,low
0.94,0.82,3,187,3,0,0,0,sales,low
0.21,0.65,5,223,3,1,0,0,sales,low
0.58,0.87,3,268,2,0,0,0,sales,low
0.52,0.38,6,169,3,0,0,0,accounting,low
0.18,0.67,5,285,5,0,0,0,accounting,low
0.94,0.91,5,254,3,0,0,0,accounting,low
0.69,0.5,3,208,4,0,0,0,hr,low
0.65,0.83,4,218,3,0,0,0,hr,low
0.46,0.62,2,187,3,0,0,0,hr,low
0.72,0.62,4,256,3,0,0,0,hr,low
0.3,0.37,6,278,3,0,0,0,technical,low
0.51,0.51,4,204,2,0,0,0,technical,low
0.43,0.75,3,108,2,0,0,0,technical,low
0.56,0.94,3,226,2,0,0,0,technical,low
0.63,0.91,4,246,3,0,0,0,technical,medium
0.61,0.55,5,260,3,0,0,0,technical,medium
0.53,0.73,4,248,2,0,0,0,technical,medium
0.87,0.75,3,132,3,0,0,0,technical,medium
0.68,0.7,4,185,4,0,0,0,technical,medium
0.78,0.84,3,269,2,0,0,0,technical,medium
0.49,0.95,4,156,2,0,0,0,technical,medium
0.96,0.81,3,212,3,0,0,0,support,medium
0.83,0.74,3,221,2,0,0,0,support,medium
0.48,0.67,5,273,3,0,0,0,support,medium
0.63,0.86,4,271,3,1,0,0,support,medium
0.87,0.38,4,183,5,0,0,0,support,medium
0.21,0.9,4,271,6,0,0,0,support,high
0.79,0.58,5,165,3,0,0,0,support,low
0.8,0.96,3,257,5,0,0,0,support,medium
0.78,0.82,4,143,3,0,0,0,support,medium
0.67,0.65,5,156,2,0,0,0,support,medium
0.67,0.71,3,190,3,1,0,0,support,medium
0.26,0.67,2,242,6,0,0,0,technical,low
0.89,0.83,5,267,4,0,0,0,technical,low
0.7,0.53,4,152,3,0,0,0,technical,low
0.51,0.48,5,136,4,0,0,0,management,low
0.53,0.88,3,157,3,0,0,0,IT,low
0.76,0.51,4,281,3,0,0,0,IT,low
0.86,0.93,5,208,2,0,0,0,IT,low
0.63,0.96,5,152,3,0,0,0,IT,low
0.58,0.86,5,271,3,0,0,0,IT,low
0.58,0.83,4,163,3,1,0,0,product_mng,low
0.9,0.82,4,136,3,0,0,0,product_mng,low
0.79,0.57,4,233,2,0,0,0,product_mng,low
0.8,0.74,4,221,4,0,0,0,product_mng,low
0.53,0.65,2,189,2,1,0,0,IT,low
0.52,0.84,2,226,3,0,0,0,RandD,low
0.82,0.59,5,201,3,0,0,0,RandD,low
0.68,0.9,2,133,4,0,0,0,RandD,low
0.21,0.61,3,173,2,0,0,0,RandD,low
0.81,0.5,4,152,3,1,0,0,RandD,low
0.57,0.9,3,256,4,0,0,0,RandD,low
0.99,0.72,3,119,2,1,0,0,marketing,low
0.9,1,4,207,3,0,0,0,sales,medium
0.76,0.64,3,189,3,0,0,0,accounting,medium
0.56,0.92,4,172,2,0,0,0,support,medium
0.5,0.93,6,150,3,1,0,0,technical,medium
0.48,0.89,5,179,3,0,0,0,management,medium
0.99,0.97,3,257,2,0,0,0,marketing,medium
0.76,0.8,5,229,2,0,0,0,marketing,medium
0.93,0.97,4,227,3,0,0,0,marketing,medium
0.99,0.78,4,140,3,0,0,0,sales,medium
0.85,0.78,4,251,3,0,0,0,sales,medium
0.63,0.95,4,137,3,0,0,0,sales,medium
0.63,0.78,3,153,3,1,0,0,sales,medium
0.5,0.65,5,242,3,0,0,0,sales,high
0.52,0.57,3,150,3,0,0,0,sales,low
0.63,0.99,3,247,3,0,0,0,sales,medium
0.78,0.5,4,212,2,0,0,0,sales,medium
0.98,0.53,3,234,3,0,0,0,sales,medium
0.14,1,5,174,5,0,0,0,sales,medium
0.7,0.9,3,225,2,0,0,0,sales,low
0.88,0.6,4,224,2,0,0,0,sales,low
0.72,0.62,3,270,4,0,0,0,sales,low
0.88,0.51,4,139,3,0,0,0,sales,low
0.71,0.51,3,248,4,0,0,0,sales,low
0.6,0.85,3,172,2,0,0,0,sales,low
0.88,0.86,4,224,3,1,0,0,sales,low
0.55,0.72,5,232,4,0,0,0,sales,low
0.85,0.55,4,260,2,1,0,0,sales,low
0.84,0.51,2,117,4,0,0,0,accounting,low
0.91,0.61,4,243,2,1,0,0,accounting,low
0.82,0.62,4,202,2,0,0,0,accounting,low
0.6,0.91,2,168,4,0,0,0,hr,low
0.89,0.71,5,194,3,0,0,0,hr,low
0.6,0.97,4,219,4,1,0,0,hr,low
0.64,0.52,4,207,3,0,0,0,hr,low
0.93,0.88,4,177,3,0,0,0,technical,low
0.81,0.99,3,239,2,1,0,0,technical,low
0.31,0.49,4,165,3,1,0,0,technical,low
0.68,0.69,4,225,2,0,0,0,technical,low
0.78,0.59,3,212,2,0,0,0,technical,low
0.44,0.42,4,159,4,0,0,0,technical,medium
0.64,0.93,4,233,2,1,0,0,technical,medium
0.81,0.63,4,108,6,0,0,0,technical,medium
0.5,0.49,3,214,3,0,0,0,technical,medium
0.69,0.61,5,229,3,0,0,0,technical,medium
0.77,0.75,4,223,3,0,0,0,technical,medium
0.69,0.56,4,178,3,0,0,0,support,medium
0.87,0.68,4,246,2,0,0,0,support,medium
0.85,0.91,4,145,3,0,0,0,support,medium
0.83,0.83,4,224,4,0,0,0,support,medium
0.68,0.51,3,259,3,0,0,0,support,medium
0.78,0.65,4,207,2,0,0,0,support,medium
0.78,0.89,3,253,3,0,0,0,support,high
0.93,0.68,4,196,2,1,0,0,support,low
0.54,0.75,3,240,3,0,0,0,support,medium
0.76,0.56,3,255,3,0,0,0,support,medium
0.4,0.72,3,139,2,0,0,0,support,medium
0.73,0.81,3,168,2,0,0,0,technical,medium
0.86,0.98,5,233,3,0,0,0,technical,low
0.38,0.68,5,211,6,0,0,0,technical,low
0.71,0.48,5,114,3,0,0,0,management,low
0.58,0.97,5,202,2,0,0,0,IT,low
0.67,0.59,3,177,3,1,0,0,IT,low
0.55,0.76,4,233,4,0,0,0,IT,low
0.76,0.98,2,111,2,0,0,0,IT,low
0.7,0.82,3,178,3,0,0,0,IT,low
0.66,0.46,4,204,4,0,0,0,product_mng,low
0.96,0.72,3,272,3,0,0,0,product_mng,low
0.6,0.77,4,157,4,0,0,0,product_mng,low
0.54,0.94,5,229,3,1,0,0,product_mng,low
0.85,0.9,5,202,3,0,0,0,IT,low
0.96,0.84,3,264,3,0,0,0,RandD,low
0.86,0.62,3,256,3,1,0,0,RandD,low
0.53,0.87,3,151,2,0,0,0,RandD,low
0.91,0.95,3,251,3,0,0,0,RandD,low
0.33,0.7,5,271,4,0,0,0,RandD,low
0.75,0.73,4,274,2,0,0,0,RandD,low
0.97,0.8,3,169,3,0,0,0,marketing,low
0.68,0.51,4,176,4,1,0,0,sales,low
0.68,0.7,5,168,2,0,0,0,accounting,medium
0.57,0.87,4,171,2,0,0,0,support,medium
0.87,0.9,4,214,3,0,0,0,technical,medium
0.5,0.91,5,224,2,1,0,0,management,medium
0.76,0.59,3,191,4,0,0,0,marketing,medium
0.79,0.61,5,96,4,0,0,0,marketing,medium
0.17,0.9,6,217,6,1,0,0,marketing,medium
0.6,0.62,4,135,2,1,0,0,sales,medium
0.89,0.67,3,226,3,0,0,0,sales,medium
0.69,0.87,3,202,2,0,0,0,sales,medium
0.68,0.85,2,180,6,0,0,0,sales,medium
0.61,0.87,5,174,4,0,0,0,sales,medium
0.63,0.5,3,140,2,0,0,0,sales,high
0.5,0.96,4,147,3,0,0,0,sales,low
0.49,0.74,2,263,3,1,0,0,sales,medium
0.83,0.55,5,261,5,0,0,0,sales,medium
0.59,0.71,2,176,2,1,0,0,sales,medium
0.75,0.93,2,98,5,0,0,0,sales,medium
0.66,0.48,3,192,3,1,0,0,sales,low
0.68,0.51,4,157,3,0,0,0,sales,low
0.73,0.58,5,230,3,0,0,0,sales,low
0.98,0.53,4,192,2,1,0,0,sales,low
0.86,0.65,3,161,3,0,0,0,sales,low
0.5,0.55,3,176,3,0,0,0,sales,low
0.76,0.76,3,216,3,0,0,0,sales,low
0.3,0.47,4,176,2,0,0,0,sales,low
0.3,0.86,3,276,5,1,0,0,accounting,low
0.64,0.59,3,174,3,1,0,0,accounting,low
0.59,0.75,3,106,2,0,0,0,accounting,low
0.85,0.63,4,154,3,0,0,0,hr,low
0.76,0.93,3,271,5,0,0,0,hr,low
0.63,0.5,5,246,2,0,0,0,hr,low
0.65,0.86,4,264,2,1,0,0,hr,low
0.43,0.68,3,197,2,0,0,0,technical,low
0.83,0.56,4,165,2,0,0,0,technical,low
0.49,0.77,4,218,2,0,0,0,technical,low
0.67,0.73,3,203,2,0,0,0,technical,low
0.9,0.47,2,107,6,1,0,0,technical,low
0.83,0.96,3,179,2,0,0,0,technical,low
0.92,0.84,5,264,3,0,0,0,technical,medium
0.83,0.7,5,154,3,0,0,0,technical,medium
0.64,0.55,4,167,3,1,0,0,technical,medium
0.93,0.97,4,158,3,1,0,0,technical,medium
0.6,0.87,4,227,3,1,0,0,technical,medium
0.74,0.69,3,230,2,0,0,0,support,medium
0.56,0.75,5,143,5,0,0,0,support,medium
0.61,0.77,4,142,3,0,0,0,support,medium
0.63,0.62,4,184,4,0,0,0,support,medium
0.24,0.62,5,169,4,0,0,0,support,medium
0.17,0.56,5,218,4,1,0,0,support,medium
0.46,0.64,2,121,3,0,0,0,support,medium
0.68,0.48,4,251,4,0,0,0,support,high
0.68,0.6,2,192,6,0,0,0,support,low
0.16,0.71,6,227,5,0,0,0,support,medium
0.15,0.56,6,140,5,0,0,0,support,medium
0.55,0.49,3,152,2,0,0,0,technical,medium
0.72,0.66,4,202,4,0,0,0,technical,medium
0.91,0.89,2,219,4,0,0,0,technical,low
0.3,0.91,4,248,4,0,0,0,management,low
0.56,0.68,5,203,2,0,0,0,IT,low
0.94,0.94,3,255,3,0,0,0,IT,low
0.82,0.63,5,177,3,0,0,0,IT,low
0.66,0.86,5,185,3,0,0,0,IT,low
0.74,0.64,4,101,6,1,0,0,IT,low
0.63,0.5,3,246,3,0,0,0,product_mng,low
0.65,0.42,6,220,2,0,0,0,product_mng,low
0.56,0.81,3,145,2,0,0,0,product_mng,low
0.32,0.73,6,194,5,0,0,0,product_mng,low
0.8,0.9,4,241,2,0,0,0,IT,low
0.34,0.87,6,175,4,0,0,0,RandD,low
0.62,0.71,5,149,2,0,0,0,RandD,low
0.5,0.86,3,253,2,0,0,0,RandD,low
0.58,0.98,5,218,3,0,0,0,RandD,low
0.94,0.9,2,263,3,0,0,0,RandD,low
0.67,0.99,4,247,3,1,0,0,RandD,low
0.2,0.74,6,148,4,0,0,0,marketing,low
0.91,0.59,5,162,2,0,0,0,sales,low
0.91,0.67,2,255,4,0,0,0,accounting,low
0.78,0.87,3,191,3,1,0,0,support,medium
0.82,0.55,3,217,4,1,0,0,technical,medium
0.54,0.96,3,201,3,0,0,0,management,medium
0.53,0.81,3,253,3,0,0,0,marketing,medium
0.47,0.55,4,122,5,1,0,0,marketing,medium
0.87,0.5,3,269,3,0,0,0,marketing,medium
0.5,0.68,4,161,3,0,0,0,sales,medium
0.59,0.83,3,156,2,0,0,0,sales,medium
0.89,0.69,3,173,3,0,0,0,sales,medium
0.54,0.49,4,152,3,1,0,0,sales,medium
0.62,0.85,3,145,3,0,0,0,sales,medium
0.91,0.85,3,248,3,0,0,0,sales,medium
0.84,0.99,2,184,2,0,0,0,sales,high
0.69,0.65,4,232,2,1,0,0,sales,low
0.76,0.63,3,162,2,0,0,0,sales,medium
0.8,0.54,4,269,3,0,0,0,sales,medium
0.4,0.47,5,108,3,0,0,0,sales,medium
0.8,0.99,3,248,3,1,0,0,sales,medium
0.76,0.4,2,122,5,0,0,0,sales,low
0.55,0.9,4,273,2,1,0,0,sales,low
0.98,0.63,3,285,6,0,0,0,sales,low
0.54,0.56,4,227,3,0,0,0,sales,low
0.63,0.56,4,248,2,1,0,0,sales,low
0.88,0.63,3,257,3,0,0,0,sales,low
0.5,0.95,5,194,3,0,0,0,sales,low
0.52,0.72,3,253,3,0,0,0,accounting,low
0.89,0.95,4,141,3,0,0,0,accounting,low
0.55,0.9,4,199,3,0,0,0,accounting,low
0.51,0.81,3,143,2,0,0,0,hr,low
0.35,0.52,5,244,3,0,0,0,hr,low
0.54,0.71,5,173,2,0,0,0,hr,low
0.72,0.84,4,186,3,0,0,0,hr,low
0.61,0.93,2,247,3,0,0,0,technical,low
0.17,0.93,3,218,4,0,0,0,technical,low
0.71,0.88,3,140,2,0,0,0,technical,low
0.88,0.52,4,166,2,0,0,0,technical,low
0.48,1,3,216,2,0,0,0,technical,low
0.16,0.97,6,235,3,0,0,0,technical,low
0.62,0.72,3,188,3,0,0,0,technical,low
0.59,0.47,3,143,2,0,0,0,technical,medium
0.14,0.9,4,198,4,0,0,0,technical,medium
0.96,0.92,4,148,3,0,0,0,technical,medium
0.96,0.42,6,101,4,0,0,0,technical,medium
0.13,0.89,4,249,6,1,0,0,support,medium
0.64,0.61,5,249,3,1,0,0,support,medium
0.64,0.67,5,198,2,1,0,0,support,medium
0.57,0.72,3,202,3,1,0,0,support,medium
0.49,1,3,176,3,0,0,0,support,medium
0.89,0.79,4,133,2,0,0,0,support,medium
0.94,0.75,5,238,2,0,0,0,support,medium
0.51,0.58,2,181,4,0,0,0,support,medium
0.8,0.85,5,242,3,0,0,0,support,high
0.74,0.51,4,185,2,1,0,0,support,low
0.66,0.85,4,237,3,1,0,0,support,medium
0.66,0.99,5,244,3,0,0,0,technical,medium
0.59,0.62,3,178,4,0,0,0,technical,medium
0.91,0.57,3,164,3,0,0,0,technical,medium
0.83,0.98,5,189,4,1,0,0,management,low
0.5,0.91,3,212,2,0,0,0,IT,low
0.69,0.97,4,233,3,0,0,0,IT,low
0.87,0.91,5,268,3,0,0,0,IT,low
0.37,0.43,2,155,2,0,0,0,IT,low
0.9,0.98,4,257,3,0,0,0,IT,low
0.68,0.41,4,254,5,0,0,0,product_mng,low
0.93,0.63,4,143,3,1,0,0,product_mng,low
0.95,0.45,3,225,2,0,0,0,product_mng,low
0.99,1,4,223,2,1,0,0,product_mng,low
0.64,0.9,2,101,6,0,0,0,IT,low
0.96,0.37,2,159,6,0,0,0,RandD,low
0.92,0.54,5,141,2,0,0,0,RandD,low
0.22,0.52,5,147,5,1,0,0,RandD,low
0.82,0.99,5,252,3,1,0,0,RandD,low
0.75,0.89,3,196,3,0,0,0,RandD,low
0.2,0.89,6,244,3,0,0,0,RandD,low
0.64,0.73,3,142,3,0,0,0,marketing,low
0.62,0.9,4,155,4,0,0,0,sales,low
0.73,0.59,3,219,2,0,0,0,accounting,low
0.52,0.51,3,213,4,0,0,0,support,low
0.63,0.67,5,263,3,0,0,0,technical,medium
0.84,0.92,4,274,3,0,0,0,management,medium
0.49,0.96,3,140,3,0,0,0,marketing,medium
0.54,0.78,4,176,2,0,0,0,marketing,medium
0.52,0.78,4,206,2,0,0,0,marketing,medium
0.66,0.63,6,223,6,0,0,0,sales,medium
0.73,0.41,2,231,6,1,0,0,sales,medium
0.54,0.64,3,250,3,0,0,0,sales,medium
0.72,0.68,5,266,4,0,0,0,sales,medium
0.75,0.64,4,247,3,1,0,0,sales,medium
0.77,0.57,3,189,2,0,0,0,sales,medium
0.42,0.94,5,227,5,0,0,0,sales,medium
0.13,0.69,4,127,4,0,0,0,sales,high
0.73,0.88,5,204,5,0,0,0,sales,low
0.5,0.95,5,137,3,0,0,0,sales,medium
0.92,0.62,4,265,3,1,0,0,sales,medium
0.73,0.66,3,135,2,0,0,0,sales,medium
0.74,0.38,2,126,3,0,0,0,sales,medium
0.76,0.78,3,189,2,0,0,0,sales,low
0.53,0.92,3,207,4,1,0,0,sales,low
0.65,0.72,3,134,3,0,0,0,sales,low
0.91,0.85,4,203,2,0,0,0,sales,low
0.69,0.76,5,222,3,1,0,0,sales,low
0.56,0.66,3,232,2,0,0,0,sales,low
0.55,0.81,4,267,5,0,0,0,accounting,low
0.74,0.5,5,131,3,0,0,0,accounting,low
0.86,0.86,3,155,4,0,0,0,accounting,low
0.82,0.74,3,232,3,0,0,0,hr,low
0.35,0.8,3,137,5,0,0,0,hr,low
0.93,0.99,4,136,4,0,0,0,hr,low
0.55,0.77,3,237,2,0,0,0,hr,low
0.99,0.68,4,190,3,0,0,0,technical,low
0.91,0.89,4,144,3,1,0,0,technical,low
0.24,0.65,6,194,3,0,0,0,technical,low
0.77,0.67,3,186,2,0,0,0,technical,low
0.64,0.66,3,218,3,0,0,0,technical,low
0.58,0.76,5,260,2,1,0,0,technical,low
0.65,0.99,4,200,4,0,0,0,technical,low
0.44,0.68,3,140,3,0,0,0,technical,low
0.59,0.75,2,156,3,0,0,0,technical,medium
0.99,0.56,3,193,3,1,0,0,technical,medium
0.75,0.79,4,145,3,0,0,0,technical,medium
0.77,0.49,4,217,2,0,0,0,support,medium
0.85,0.64,4,162,3,0,0,0,support,medium
0.77,0.93,5,182,4,0,0,0,support,medium
0.54,0.95,3,221,3,0,0,0,support,medium
0.69,0.82,4,208,2,0,0,0,support,medium
0.66,0.65,5,161,3,0,0,0,support,medium
0.51,0.65,4,269,3,0,0,0,support,medium
0.74,0.59,4,155,3,0,0,0,support,medium
0.55,0.72,3,110,3,0,0,0,support,medium
0.65,0.84,3,154,3,0,0,0,support,high
0.2,0.77,6,213,4,0,0,0,support,low
0.92,0.94,5,248,3,0,0,0,technical,medium
0.57,0.6,3,202,3,0,0,0,technical,medium
0.75,0.78,2,251,6,0,0,0,technical,medium
0.68,0.84,3,239,2,0,0,0,management,medium
0.97,0.7,3,203,3,0,0,0,IT,low
0.79,0.48,4,184,5,1,0,0,IT,low
0.66,0.75,4,203,3,1,0,0,IT,low
0.96,0.69,3,214,2,1,0,0,IT,low
0.73,0.69,4,161,3,0,0,0,IT,low
0.29,0.58,5,234,2,0,0,0,product_mng,low
0.58,0.56,3,151,2,0,0,0,product_mng,low
0.72,0.58,4,149,3,0,0,0,product_mng,low
0.94,0.87,4,240,3,0,0,0,product_mng,low
0.48,0.56,5,140,2,0,0,0,IT,low
0.6,0.99,3,187,2,0,0,0,RandD,low
0.97,0.58,5,156,2,1,0,0,RandD,low
0.74,0.41,4,250,4,0,0,0,RandD,low
0.97,0.61,3,165,2,0,0,0,RandD,low
0.88,0.67,5,260,3,1,0,0,RandD,low
0.5,0.7,3,274,3,0,0,0,marketing,low
0.93,0.98,4,160,3,0,0,0,sales,low
0.3,0.7,5,280,4,1,0,0,accounting,low
0.69,0.53,3,142,3,0,0,0,support,low
0.69,0.9,2,155,2,0,0,0,technical,low
0.53,0.67,4,167,2,0,0,0,management,low
0.32,0.8,3,263,3,0,0,0,marketing,medium
0.73,0.75,3,259,4,0,0,0,marketing,medium
0.77,0.61,4,223,3,0,0,0,marketing,medium
0.59,0.81,6,123,5,0,0,0,sales,medium
0.19,0.51,5,226,3,0,0,0,sales,medium
0.78,0.95,3,270,2,0,0,0,sales,medium
0.84,0.74,3,139,3,0,0,0,sales,medium
0.65,0.77,5,241,2,0,0,0,sales,medium
0.38,0.43,2,160,6,0,0,0,sales,medium
0.12,0.47,3,258,5,0,0,0,sales,medium
0.74,0.81,5,106,5,0,0,0,sales,medium
0.67,0.82,4,171,2,0,0,0,sales,medium
0.5,0.79,3,186,3,0,0,0,sales,high
0.99,0.39,6,214,5,1,0,0,sales,low
0.79,0.89,4,240,3,0,0,0,sales,medium
0.72,0.51,4,164,3,0,0,0,sales,medium
0.83,0.57,4,232,3,0,0,0,sales,medium
0.69,0.55,5,242,2,0,0,0,sales,medium
0.5,0.89,5,222,3,0,0,0,sales,low
0.82,0.84,3,139,2,1,0,0,sales,low
0.68,0.56,4,272,3,0,0,0,sales,low
0.82,0.69,4,262,2,0,0,0,sales,low
0.32,0.81,2,249,3,0,0,0,accounting,low
0.93,0.86,4,219,3,0,0,0,accounting,low
0.42,0.73,4,208,5,0,0,0,accounting,low
0.22,0.44,3,166,6,0,0,0,hr,low
0.56,0.88,3,174,3,0,0,0,hr,low
0.77,0.75,4,225,3,0,0,0,hr,low
0.29,0.48,2,116,6,1,0,0,hr,low
0.97,0.65,3,219,2,0,0,0,technical,low
0.91,0.7,4,196,2,0,0,0,technical,low
0.52,0.67,4,210,3,1,0,0,technical,low
0.54,0.64,2,219,3,0,0,0,technical,low
0.54,0.98,3,197,3,0,0,0,technical,low
0.67,0.52,2,102,6,0,0,0,technical,low
0.72,0.85,3,186,4,0,0,0,technical,low
0.68,0.51,4,224,2,0,0,0,technical,low
0.65,0.98,3,283,2,1,0,0,technical,low
0.72,0.98,5,197,4,0,0,0,technical,low
0.51,0.79,5,267,3,0,0,0,technical,medium
0.8,0.58,4,172,3,0,0,0,support,medium
0.83,0.93,4,261,2,0,0,0,support,medium
0.15,0.86,3,204,4,0,0,0,support,medium
0.5,0.73,4,237,2,0,0,0,support,medium
0.8,0.55,2,212,3,0,0,0,support,medium
0.96,0.62,4,217,2,0,0,0,support,medium
0.67,0.7,5,159,3,1,0,0,support,medium
0.98,0.96,5,139,3,0,0,0,support,medium
0.88,0.59,5,230,3,0,0,0,support,medium
0.85,0.79,3,157,4,0,0,0,support,medium
0.75,0.7,5,269,3,0,0,0,support,medium
0.38,0.77,2,170,3,0,0,0,technical,high
0.55,0.82,2,197,4,0,0,0,technical,low
0.63,0.89,4,246,3,0,0,0,technical,medium
0.78,0.51,4,278,3,0,0,0,management,medium
0.99,0.84,5,138,2,0,0,0,IT,medium
0.72,0.87,3,238,3,0,0,0,IT,medium
0.14,0.83,5,175,6,1,0,0,IT,low
0.81,0.67,4,216,3,0,0,0,IT,low
0.73,0.86,4,196,4,1,0,0,IT,low
0.58,0.8,5,187,3,1,0,0,product_mng,low
0.24,0.85,4,155,5,0,0,0,product_mng,low
0.31,0.86,3,205,5,0,0,0,product_mng,low
0.74,0.63,3,230,2,0,0,0,product_mng,low
0.86,0.69,5,157,3,0,0,0,IT,low
0.22,0.8,4,287,4,0,0,0,RandD,low
0.66,0.7,4,161,3,0,0,0,RandD,low
0.21,0.76,5,239,2,0,0,0,RandD,low
0.95,0.61,3,267,2,0,0,0,RandD,low
0.24,0.55,5,208,5,0,0,0,RandD,low
0.66,0.95,3,133,3,0,0,0,marketing,low
0.88,0.86,3,187,3,0,0,0,marketing,low
0.67,0.61,4,140,2,0,0,0,sales,low
0.75,0.58,4,270,3,0,0,0,accounting,low
0.93,0.48,3,147,3,0,0,0,support,low
0.64,0.71,3,181,2,0,0,0,technical,low
0.51,0.53,3,156,3,0,0,0,management,low
0.98,0.5,4,207,3,0,0,0,marketing,low
0.72,0.63,4,241,4,1,0,0,marketing,medium
0.51,0.75,4,154,3,0,0,0,marketing,medium
0.54,0.58,4,206,3,0,0,0,sales,medium
0.99,0.76,4,204,2,0,0,0,sales,medium
0.44,0.9,4,117,3,0,0,0,sales,medium
0.74,0.48,5,144,3,0,0,0,sales,medium
0.9,0.77,3,156,3,0,0,0,sales,medium
0.86,0.58,4,211,4,0,0,0,sales,medium
0.66,0.52,3,149,4,1,0,0,sales,medium
0.64,0.96,4,152,5,0,0,0,sales,medium
0.5,0.59,4,192,2,0,0,0,sales,medium
0.88,0.68,4,274,4,0,0,0,sales,medium
0.72,0.47,5,168,6,0,0,0,sales,high
