员工满意度,考核评分,项目数量,每月在公司工作时间,司龄,工作事故,是否离职,五年内是否升职,部门,薪水
0.83,0.87,3,230,3,0,0,1,RandD,medium
0.36,0.59,2,198,2,0,0,1,RandD,medium
0.47,0.51,6,190,5,0,0,1,RandD,medium
0.54,0.51,4,137,4,0,0,1,RandD,medium
0.83,0.83,3,186,3,1,0,1,marketing,medium
0.96,0.68,4,137,2,0,0,1,sales,medium
0.91,0.74,5,192,3,0,0,1,accounting,medium
0.56,0.59,4,164,3,0,0,1,support,medium
0.73,0.66,6,195,3,0,0,1,technical,medium
0.97,0.63,4,151,3,0,0,1,management,medium
0.75,0.74,5,231,3,0,0,1,marketing,medium
0.49,0.76,3,257,2,1,0,0,marketing,medium
0.57,0.94,4,257,3,0,0,0,marketing,medium
0.41,0.58,5,274,2,1,0,0,sales,medium
0.53,0.7,3,138,2,0,0,0,sales,medium
0.93,0.6,4,184,3,0,0,0,sales,medium
0.58,0.9,3,151,3,0,0,0,sales,medium
0.6,0.54,3,265,3,1,0,0,sales,medium
0.74,0.8,4,241,2,0,0,0,sales,medium
0.62,0.52,3,148,3,0,0,0,sales,medium
0.7,0.76,5,165,3,0,0,0,sales,medium
0.93,0.75,3,243,2,0,0,0,sales,medium
0.75,0.9,4,197,2,0,0,0,sales,medium
0.95,0.48,5,214,6,1,0,1,sales,medium
0.43,0.98,4,164,3,0,0,1,sales,medium
0.77,0.58,4,243,4,1,0,1,sales,medium
0.67,1,4,145,3,1,0,1,sales,medium
0.51,0.72,4,163,4,0,0,1,sales,medium
0.94,0.53,5,257,2,0,0,1,sales,medium
0.9,0.85,3,253,3,0,0,0,sales,medium
0.8,0.78,4,234,3,0,0,0,sales,medium
0.34,0.89,5,266,6,0,0,0,sales,medium
0.45,0.53,3,181,4,1,0,0,accounting,low
0.97,0.66,4,193,4,0,0,0,accounting,low
0.5,0.48,3,163,4,0,0,0,accounting,low
0.89,0.62,5,144,2,0,0,0,hr,low
0.76,0.5,4,245,3,0,0,0,hr,low
0.66,0.84,4,197,2,0,0,0,hr,low
0.74,0.63,3,180,2,0,0,0,hr,low
0.69,0.74,4,237,3,0,0,0,technical,low
0.59,0.57,2,170,3,0,0,0,technical,low
1,0.85,3,150,3,0,0,0,technical,low
0.61,0.75,2,100,4,0,0,0,technical,low
0.98,0.42,5,226,3,0,0,0,technical,low
0.59,0.71,5,222,3,0,0,0,technical,low
0.22,0.69,4,182,6,0,0,0,technical,low
0.71,0.95,3,150,2,0,0,0,technical,low
0.86,0.53,4,244,3,0,0,0,technical,medium
0.65,0.59,5,271,3,0,0,0,technical,medium
0.93,0.67,5,167,3,0,0,0,technical,medium
0.49,0.69,2,128,2,0,0,0,support,medium
0.78,0.77,3,149,4,1,0,0,support,medium
0.62,0.7,4,141,4,0,0,0,support,medium
0.72,0.63,3,149,2,0,0,0,support,medium
0.7,0.56,4,107,6,0,0,0,support,medium
0.54,0.93,5,189,2,0,0,0,support,medium
0.61,0.95,4,169,4,0,0,0,support,medium
0.84,0.95,4,208,3,1,0,0,support,medium
0.8,0.58,3,197,3,0,0,0,support,medium
0.58,0.5,4,225,3,0,0,0,support,high
0.97,0.87,2,175,6,0,0,0,support,high
0.92,0.55,3,172,2,0,0,0,technical,high
0.96,0.51,3,237,4,0,0,0,technical,high
0.73,0.87,4,155,3,1,0,0,technical,high
0.73,0.71,4,148,3,0,0,0,management,high
0.53,0.83,4,246,3,0,0,0,IT,high
0.17,0.82,5,193,5,0,0,0,IT,high
0.75,0.76,5,175,4,0,0,0,IT,low
0.76,0.44,3,121,4,0,0,0,IT,low
0.76,0.77,4,223,3,0,0,0,IT,low
0.92,0.55,3,259,3,0,0,0,product_mng,low
0.82,0.88,4,171,2,0,0,0,product_mng,low
0.38,0.5,2,170,3,0,0,0,product_mng,low
0.49,0.72,4,246,3,0,0,0,product_mng,low
0.53,0.8,3,175,3,0,0,0,IT,low
0.56,0.59,3,185,2,0,0,0,RandD,medium
0.69,0.98,3,168,2,0,0,0,RandD,medium
0.62,0.99,4,171,3,0,0,0,RandD,medium
0.71,0.76,3,201,2,0,0,0,RandD,medium
0.52,1,4,148,3,0,0,0,RandD,medium
0.2,0.53,6,189,4,0,0,0,marketing,medium
0.93,0.61,3,166,3,0,0,0,sales,medium
0.74,0.81,4,150,2,0,0,0,accounting,medium
0.78,0.45,3,253,6,0,0,1,support,medium
0.85,0.79,3,243,2,0,0,1,technical,medium
0.79,0.56,5,250,2,1,0,1,management,medium
0.92,0.91,3,228,2,0,0,1,marketing,medium
0.58,0.97,3,186,3,0,0,1,marketing,medium
0.68,0.72,3,213,3,0,0,1,marketing,medium
0.9,0.67,4,233,3,0,0,1,sales,medium
0.67,0.71,5,265,2,0,0,1,sales,medium
0.79,0.73,4,226,3,0,0,0,sales,medium
0.23,0.48,5,221,6,0,0,0,sales,medium
0.98,0.99,3,253,4,0,0,0,sales,medium
0.8,0.75,3,134,4,0,0,0,sales,medium
0.77,0.84,3,188,4,0,0,0,sales,medium
1,0.91,3,160,4,0,0,0,sales,medium
0.6,0.92,4,164,4,0,0,0,sales,medium
0.49,0.54,6,214,3,0,0,0,sales,high
0.91,0.99,5,228,4,1,0,0,sales,low
0.97,0.52,5,149,3,1,0,0,sales,medium
0.71,0.76,3,175,2,0,0,0,sales,medium
0.62,0.91,3,195,3,0,0,0,sales,medium
0.61,0.92,3,222,4,0,0,0,sales,medium
0.21,0.6,5,249,4,0,0,0,sales,medium
0.64,0.97,2,226,3,1,0,0,sales,medium
0.61,0.65,2,117,2,1,0,0,sales,medium
0.58,0.75,4,255,3,0,0,0,sales,medium
0.41,0.9,6,155,2,0,0,0,accounting,medium
0.98,0.73,5,185,3,0,0,0,accounting,medium
0.5,0.88,4,275,5,0,0,0,accounting,low
0.98,0.61,3,226,2,0,0,0,hr,low
0.4,0.85,4,198,2,0,0,0,hr,low
0.63,0.92,2,198,2,0,0,0,hr,low
0.75,0.53,4,251,3,0,0,0,hr,low
0.82,0.84,3,237,2,0,0,0,technical,low
0.55,0.62,5,197,2,0,0,0,technical,low
0.44,0.36,2,136,3,0,0,0,technical,high
0.92,0.88,3,184,3,1,0,0,technical,low
0.57,0.56,2,159,3,0,0,0,technical,high
0.73,0.86,4,133,3,0,0,0,technical,high
0.82,0.92,5,198,3,0,0,0,technical,low
0.54,0.75,3,260,2,0,0,0,technical,low
0.64,0.95,3,154,4,0,0,0,technical,high
0.99,0.76,4,185,5,0,0,0,technical,low
0.19,0.92,5,193,6,0,0,0,technical,medium
0.86,0.96,4,167,3,0,0,0,support,high
0.65,0.66,5,165,3,0,0,0,support,medium
0.52,0.81,3,253,2,0,0,0,support,medium
0.85,0.49,4,142,3,0,0,0,support,medium
0.61,0.64,5,186,4,0,0,0,support,medium
0.77,0.57,4,203,3,1,0,0,support,high
0.54,0.94,4,217,2,0,0,0,support,medium
0.76,0.74,4,187,3,0,0,0,support,medium
0.79,0.9,3,152,4,0,0,0,support,medium
0.89,0.93,5,150,2,0,0,0,support,high
0.6,0.8,3,191,2,0,0,0,support,medium
0.51,0.58,4,140,3,0,0,0,technical,high
0.2,0.72,5,123,2,1,0,0,technical,low
0.93,0.6,5,170,2,0,0,0,technical,medium
0.77,0.54,3,227,4,0,0,0,management,medium
0.8,0.87,4,220,2,0,0,0,IT,medium
0.8,0.97,5,258,3,0,0,0,IT,medium
0.62,0.92,5,149,3,0,0,0,IT,low
0.79,0.72,4,192,3,0,0,0,IT,low
0.88,0.73,5,267,3,0,0,0,IT,low
0.96,0.73,5,169,3,1,0,0,product_mng,low
0.34,0.69,2,178,3,0,0,0,product_mng,low
0.34,0.65,2,165,4,0,0,0,product_mng,low
0.88,0.85,4,231,3,0,0,0,product_mng,low
0.66,0.61,3,260,3,0,0,0,IT,low
0.55,0.71,4,181,2,1,0,0,RandD,low
0.59,0.51,3,243,2,0,0,0,RandD,low
0.62,0.73,4,191,3,0,0,0,RandD,high
0.78,0.93,3,200,3,0,0,0,RandD,low
0.73,0.75,5,265,3,0,0,0,RandD,low
0.71,0.94,4,246,3,0,0,0,marketing,low
0.97,0.86,3,187,2,0,0,0,sales,low
0.21,0.74,5,141,4,0,0,0,accounting,high
0.52,0.96,4,246,3,0,0,0,support,low
0.73,0.88,4,236,3,1,0,0,technical,low
0.74,0.83,3,170,3,0,0,0,management,low
0.26,0.71,6,189,2,0,0,0,marketing,high
0.52,0.78,4,237,3,0,0,0,marketing,low
0.69,0.54,4,180,3,0,0,0,marketing,medium
0.79,0.59,2,157,6,0,0,0,sales,high
0.93,0.62,4,258,3,0,0,0,sales,medium
0.34,0.87,4,283,2,0,0,0,sales,high
0.77,0.52,4,216,3,0,0,0,sales,medium
0.36,0.73,3,187,3,0,0,0,sales,medium
0.93,0.58,3,215,3,0,0,0,sales,medium
0.7,0.58,3,211,3,0,0,0,sales,medium
0.51,0.49,4,182,2,0,0,0,sales,medium
0.83,0.78,3,165,3,1,0,0,sales,medium
0.89,0.89,4,265,2,0,0,0,sales,medium
0.94,0.59,3,137,2,0,0,0,sales,medium
0.8,0.55,4,269,3,0,0,0,sales,high
0.74,0.66,3,177,2,0,0,0,sales,low
0.5,0.91,3,240,2,0,0,0,sales,medium
0.54,0.84,4,174,2,0,0,0,sales,medium
0.5,0.54,3,134,3,0,0,0,sales,medium
0.17,0.91,2,271,4,0,0,0,sales,medium
0.57,0.53,5,216,2,1,0,0,sales,medium
0.8,0.51,4,213,3,0,0,0,sales,medium
0.45,0.64,5,133,4,0,0,0,accounting,medium
0.87,0.5,4,267,2,1,0,0,accounting,medium
0.98,0.64,3,263,4,0,0,0,accounting,medium
0.55,0.8,4,260,3,0,0,0,hr,high
0.53,0.5,4,185,3,0,0,0,hr,low
0.75,0.48,2,284,6,0,0,0,hr,low
0.96,0.59,3,229,3,0,0,0,hr,low
0.71,0.97,3,189,3,1,0,0,technical,high
0.7,0.63,3,209,3,0,0,0,technical,low
0.33,0.94,4,166,6,0,0,0,technical,low
0.93,0.94,3,183,2,0,0,0,technical,low
0.64,0.65,3,181,2,0,0,0,technical,high
0.27,0.45,3,239,4,0,0,0,technical,low
0.99,0.99,3,158,2,0,0,0,technical,low
0.81,0.62,3,187,3,0,0,0,technical,low
0.6,0.91,4,236,3,0,0,0,technical,low
0.32,0.4,6,162,5,0,0,0,technical,low
0.48,0.68,4,163,2,1,0,0,technical,low
0.87,0.51,4,173,3,0,0,0,support,low
0.91,0.79,5,273,4,1,0,0,support,medium
0.24,0.89,5,142,4,0,0,0,support,medium
0.66,0.56,4,141,4,0,0,0,support,medium
0.94,0.59,3,234,2,0,0,0,support,medium
0.93,0.97,5,255,4,0,0,0,support,medium
0.19,0.55,5,148,4,0,0,0,support,medium
0.88,0.45,5,274,2,1,0,0,support,medium
0.76,0.47,3,223,2,0,0,0,support,medium
0.67,0.64,5,248,3,0,0,0,support,medium
0.54,0.5,4,146,2,0,0,0,support,medium
0.53,0.95,2,101,5,0,0,0,technical,medium
0.67,0.92,4,265,4,0,0,0,technical,medium
0.5,0.38,5,175,4,0,0,0,technical,high
0.49,0.76,4,202,3,0,0,0,management,low
0.82,0.71,3,160,3,0,0,0,IT,medium
0.86,0.71,3,235,3,0,0,0,IT,medium
0.5,0.5,4,267,3,0,0,0,IT,medium
0.82,0.6,3,261,2,1,0,0,IT,medium
0.95,0.78,2,148,2,0,0,0,IT,low
0.64,0.87,3,239,4,0,0,0,product_mng,low
0.91,0.5,3,178,2,0,0,0,product_mng,low
0.79,0.75,2,221,3,0,0,0,product_mng,low
0.83,0.56,4,269,3,0,0,0,product_mng,low
0.66,0.6,3,262,2,1,0,0,IT,low
0.92,0.8,4,263,4,0,0,0,RandD,low
0.59,0.47,5,191,3,0,0,0,RandD,low
0.6,0.83,2,189,2,0,0,0,RandD,low
0.68,0.97,5,207,4,1,0,0,RandD,low
0.58,0.73,3,265,6,0,0,0,RandD,low
0.93,0.77,5,224,2,0,0,0,marketing,low
0.66,0.5,3,229,3,0,0,0,marketing,low
0.8,0.99,3,158,3,0,0,0,sales,low
0.28,0.79,5,202,5,0,0,0,accounting,low
0.84,0.59,4,216,2,0,0,0,support,low
0.86,0.58,4,220,5,0,0,0,technical,low
0.46,0.45,2,172,2,1,0,0,management,low
0.94,0.92,3,187,2,0,0,0,marketing,low
0.8,0.76,3,270,2,1,0,0,marketing,low
0.13,0.63,6,219,6,0,0,0,marketing,low
0.95,0.73,3,243,3,1,0,0,sales,medium
0.93,0.88,4,261,4,0,0,0,sales,medium
0.86,0.81,4,179,3,0,0,0,sales,medium
0.67,0.93,5,133,2,0,0,0,sales,medium
0.73,0.6,4,224,3,0,0,0,sales,medium
0.62,0.92,4,198,2,0,0,0,sales,medium
0.53,0.81,5,135,2,0,0,0,sales,medium
0.68,0.68,3,143,3,0,0,0,sales,medium
0.69,0.55,4,234,2,0,0,0,sales,medium
0.66,0.92,3,177,3,0,0,0,sales,medium
0.98,0.56,5,180,3,0,0,0,sales,medium
0.57,0.39,3,193,6,0,0,0,sales,medium
0.64,0.78,5,148,4,0,0,0,sales,high
0.71,0.58,3,194,4,0,0,0,sales,low
0.94,0.7,3,271,4,0,0,0,sales,medium
0.8,0.85,3,135,2,0,0,0,sales,medium
0.59,0.94,4,136,2,0,0,0,sales,medium
0.95,0.7,6,243,3,0,0,0,sales,medium
1,0.39,2,210,5,0,0,0,sales,low
0.53,0.59,3,163,4,0,0,0,accounting,low
0.35,0.59,5,268,3,0,0,0,accounting,low
0.73,0.66,3,244,3,0,0,0,accounting,low
0.89,0.63,4,164,3,0,0,0,hr,low
0.21,0.93,4,260,3,0,0,0,hr,low
0.21,0.85,5,153,3,0,0,0,hr,low
0.6,0.83,4,216,2,1,0,0,hr,low
0.94,0.69,2,198,3,0,0,0,technical,low
0.92,0.68,4,196,3,1,0,0,technical,low
0.92,0.78,3,218,3,0,0,0,technical,low
0.71,0.98,5,167,3,0,0,0,technical,low
0.69,0.83,4,264,3,0,0,0,technical,low
0.26,0.51,2,284,2,0,0,0,technical,low
0.21,0.78,4,218,6,0,0,0,technical,low
0.36,0.42,2,192,2,0,0,0,technical,low
0.81,0.92,5,255,4,1,0,0,technical,low
0.54,0.88,3,251,2,0,0,0,technical,low
0.63,0.87,5,248,2,0,0,0,technical,low
0.86,0.75,5,157,4,0,0,0,support,low
0.8,0.79,5,240,2,0,0,0,support,low
0.55,0.58,5,262,3,0,0,0,support,medium
0.18,0.6,3,130,2,1,0,0,support,medium
0.88,0.98,3,152,3,0,0,0,support,medium
0.65,0.86,4,256,2,0,0,0,support,medium
0.99,1,3,139,2,0,0,0,support,medium
0.88,0.93,4,195,2,0,0,0,support,medium
0.67,0.59,3,205,5,0,0,0,support,medium
0.53,0.59,4,265,2,0,0,0,support,medium
0.83,0.61,5,246,3,0,0,0,support,medium
0.36,0.71,3,100,3,0,0,0,technical,medium
0.62,0.64,5,150,3,1,0,0,technical,medium
0.72,0.67,4,147,2,0,0,0,technical,medium
0.79,0.54,4,244,3,0,0,0,management,high
1,0.87,4,256,3,0,0,0,IT,low
0.65,0.52,4,266,3,1,0,0,IT,medium
0.84,0.91,3,199,4,0,0,0,IT,medium
0.81,0.59,2,236,3,0,0,0,IT,medium
0.59,0.51,3,203,2,1,0,0,IT,medium
0.78,0.53,3,156,3,0,0,0,product_mng,low
0.22,0.52,5,109,4,0,0,0,product_mng,low
0.96,0.98,5,248,3,0,0,0,product_mng,low
0.85,0.8,4,254,2,0,0,0,product_mng,low
0.12,0.73,6,166,3,0,0,0,IT,low
0.6,0.68,4,264,2,1,0,0,RandD,low
0.93,0.84,5,266,3,0,0,0,RandD,low
0.73,0.86,4,138,2,0,0,0,RandD,low
0.7,0.66,3,151,2,0,0,0,RandD,low
0.18,0.59,4,132,3,0,0,0,RandD,low
0.81,0.6,4,133,3,0,0,0,RandD,low
0.28,0.9,4,275,6,0,0,0,marketing,low
0.74,0.79,3,275,3,0,0,0,sales,low
0.5,0.74,4,272,5,0,0,0,accounting,low
0.83,0.85,4,201,2,1,0,0,support,low
0.55,0.66,3,164,2,0,0,0,technical,low
0.77,0.94,4,224,2,0,0,0,management,low
0.92,0.58,4,201,2,0,0,0,marketing,low
0.59,0.89,5,169,2,1,0,0,marketing,low
0.45,0.72,4,149,3,0,0,0,marketing,low
0.76,0.97,3,271,3,0,0,0,sales,low
0.89,0.69,4,137,3,0,0,0,sales,medium
0.73,0.5,3,208,2,0,0,0,sales,medium
0.65,0.7,3,231,3,0,0,0,sales,medium
0.14,0.96,3,196,5,1,0,0,sales,medium
0.3,0.47,2,159,4,0,0,0,sales,medium
0.53,0.82,5,184,3,0,0,0,sales,medium
0.66,0.89,3,257,3,0,0,0,sales,medium
0.84,0.59,3,234,2,0,0,0,sales,medium
0.74,0.97,3,239,4,1,0,0,sales,medium
0.56,0.4,2,255,3,0,0,0,sales,medium
0.42,0.47,4,146,3,1,0,0,sales,medium
0.29,0.8,5,103,6,0,0,0,sales,medium
0.54,0.72,5,206,4,0,0,0,sales,high
0.8,0.52,3,253,2,1,0,0,sales,low
0.89,0.93,4,245,4,0,0,0,sales,medium
0.92,0.58,3,261,3,1,0,0,sales,medium
0.87,0.68,4,217,3,0,0,0,sales,medium
0.76,0.82,4,172,3,1,0,0,sales,medium
0.64,0.61,3,221,3,0,0,0,accounting,low
0.83,0.57,2,246,5,1,0,0,accounting,low
0.55,0.6,3,145,4,0,0,0,accounting,low
0.83,0.7,5,168,3,0,0,0,hr,low
0.58,0.62,5,184,3,0,0,0,hr,low
0.67,0.97,4,186,3,0,0,0,hr,low
0.65,0.57,3,238,3,0,0,0,hr,low
0.89,0.95,5,203,3,0,0,0,technical,low
0.84,0.5,5,195,3,0,0,0,technical,low
0.5,0.7,5,264,2,0,0,0,technical,low
0.7,0.51,3,256,3,0,0,0,technical,low
0.79,0.83,5,268,3,0,0,0,technical,low
0.19,0.72,6,243,6,1,0,0,technical,low
0.89,0.5,4,136,2,1,0,0,technical,low
0.36,0.6,2,136,6,0,0,0,technical,low
0.62,0.66,5,165,3,0,0,0,technical,low
0.84,0.93,6,166,4,0,0,0,technical,low
0.65,0.87,4,267,2,0,0,0,technical,low
0.65,0.7,4,233,3,0,0,0,support,medium
0.87,0.92,3,141,2,0,0,0,support,medium
0.66,0.73,5,249,2,0,0,0,support,medium
0.83,0.9,3,102,4,0,0,0,support,medium
0.89,0.63,3,268,3,0,0,0,support,medium
0.91,0.97,4,139,3,0,0,0,support,medium
0.91,0.56,3,168,2,0,0,0,support,medium
0.83,0.5,4,259,2,0,0,0,support,medium
0.87,0.82,4,248,2,0,0,0,support,medium
0.62,0.79,3,274,3,0,0,0,support,medium
0.54,1,3,169,2,0,0,0,support,medium
0.84,0.53,5,190,3,0,0,0,technical,medium
0.33,0.82,2,114,5,0,0,0,technical,high
0.79,0.58,4,191,6,0,0,0,technical,low
0.31,0.41,2,263,3,0,0,0,management,medium
0.68,0.81,3,166,2,0,0,0,IT,medium
0.52,0.7,4,247,5,0,0,0,IT,medium
0.54,0.64,3,203,4,0,0,0,IT,medium
0.73,0.78,4,181,4,0,0,0,IT,low
0.49,0.74,3,229,3,1,0,0,IT,low
0.37,0.67,2,159,2,0,0,0,product_mng,low
0.53,0.84,3,151,3,0,0,0,product_mng,low
0.58,0.75,4,222,3,1,0,0,product_mng,low
0.2,0.51,2,163,2,0,0,0,product_mng,low
0.91,0.6,4,163,5,0,0,0,IT,low
0.53,0.78,2,138,2,0,0,0,RandD,low
0.99,0.72,4,136,3,0,0,0,RandD,low
0.97,0.87,3,207,4,0,0,0,RandD,low
0.18,0.93,3,245,4,1,0,0,RandD,low
0.83,0.93,6,130,5,0,0,0,RandD,low
0.49,0.47,4,285,3,0,0,0,RandD,low
0.74,0.93,3,204,4,0,0,0,marketing,low
0.7,0.6,3,183,3,0,0,0,sales,low
0.97,0.91,3,246,2,0,0,0,accounting,low
0.92,0.91,3,250,4,0,0,0,support,low
0.94,0.7,3,176,3,0,0,0,technical,low
1,0.98,3,177,2,0,0,0,management,low
0.5,0.51,3,169,4,0,0,0,marketing,low
0.77,0.89,3,142,3,0,0,0,marketing,low
0.68,0.71,5,135,4,1,0,0,marketing,medium
0.57,0.43,3,167,3,0,0,0,sales,medium
0.57,0.61,5,191,4,0,0,0,sales,medium
0.48,0.97,3,224,6,0,0,0,sales,medium
0.7,0.95,5,234,6,1,0,0,sales,medium
0.68,0.43,3,161,2,1,0,0,sales,medium
0.62,0.68,3,124,3,0,0,0,sales,medium
0.61,0.51,4,242,3,0,0,0,sales,medium
0.83,0.77,2,186,2,0,0,0,sales,medium
0.99,0.8,5,254,5,0,0,0,sales,medium
0.58,0.72,4,170,2,0,0,0,sales,medium
0.93,0.83,4,225,2,0,0,0,sales,medium
0.66,0.5,4,263,3,0,0,0,sales,high
0.52,0.98,4,148,3,0,0,0,sales,low
0.5,0.6,5,216,3,0,0,0,sales,medium
0.16,0.7,5,257,4,0,0,0,sales,medium
0.62,0.74,4,173,2,0,0,0,sales,medium
0.49,0.49,6,188,3,0,0,0,sales,medium
0.56,0.91,4,188,2,1,0,0,sales,low
0.96,0.59,4,108,6,0,0,0,sales,low
0.5,0.75,5,179,3,0,0,0,accounting,low
0.99,0.99,4,195,2,0,0,0,accounting,low
0.54,0.51,3,265,3,0,0,0,accounting,low
0.52,0.9,4,285,2,0,0,0,hr,low
0.81,0.99,5,202,4,0,0,0,hr,low
0.5,0.73,4,271,2,0,0,0,hr,low
0.51,0.88,3,202,4,0,0,0,hr,low
0.41,0.47,6,171,2,0,0,0,technical,low
0.62,0.72,2,180,2,1,0,0,technical,low
0.56,0.68,3,269,3,1,0,0,technical,low
0.96,0.75,3,231,3,0,0,0,technical,low
0.58,0.64,2,249,2,0,0,0,technical,low
0.66,0.75,3,228,2,0,0,0,technical,low
0.56,0.75,2,264,2,0,0,0,technical,low
0.56,0.93,4,210,3,1,0,0,technical,low
0.67,0.91,3,256,3,0,0,0,technical,low
0.72,0.71,5,137,3,0,0,0,technical,low
0.59,0.79,4,272,3,0,0,0,technical,low
0.95,0.55,5,185,2,0,0,0,support,low
1,0.93,3,264,4,0,0,0,support,medium
0.56,0.64,3,238,3,0,0,0,support,medium
0.52,0.49,4,98,3,0,0,0,support,medium
0.88,0.9,4,248,2,0,0,0,support,medium
0.58,0.84,4,271,2,0,0,0,support,medium
0.86,0.92,3,180,2,0,0,0,support,medium
0.19,0.64,5,181,4,1,0,0,support,medium
0.6,0.6,4,182,3,0,0,0,support,medium
0.82,0.87,3,204,4,0,0,0,support,medium
0.64,0.75,4,170,3,0,0,0,support,medium
0.83,0.67,4,139,3,0,0,0,technical,medium
0.57,0.75,3,159,2,0,0,0,technical,medium
0.98,0.92,3,254,3,0,0,0,technical,high
0.54,0.69,4,168,2,0,0,0,management,low
0.72,0.66,3,256,2,0,0,0,IT,medium
0.89,0.87,4,209,2,0,0,0,IT,medium
0.41,0.57,3,193,3,1,0,0,IT,medium
0.93,0.62,4,142,2,0,0,0,IT,medium
0.9,0.9,3,274,3,0,0,0,IT,low
0.38,0.59,4,276,2,0,0,0,product_mng,low
0.52,0.88,4,155,3,1,0,0,product_mng,low
0.99,0.72,3,220,2,1,0,0,product_mng,low
0.69,0.74,2,271,2,0,0,0,product_mng,low
0.76,0.76,5,175,3,0,0,0,IT,low
0.42,0.46,3,128,2,1,0,0,RandD,low
0.78,0.9,4,104,4,0,0,0,RandD,low
0.37,0.46,3,173,6,0,0,0,RandD,medium
0.89,0.39,6,190,3,1,0,0,RandD,medium
0.93,0.49,5,167,3,0,0,0,RandD,medium
0.98,0.56,3,187,3,0,0,0,RandD,medium
0.65,0.56,3,259,3,0,0,0,marketing,medium
0.3,0.61,3,138,5,0,0,0,sales,medium
0.97,1,5,251,2,0,0,0,accounting,medium
0.84,0.49,5,189,2,0,0,0,support,medium
0.76,0.76,4,149,3,0,0,0,technical,medium
0.5,0.74,4,246,3,0,0,0,management,medium
0.48,0.61,3,146,3,0,0,0,marketing,medium
0.56,0.63,4,204,4,0,0,0,marketing,medium
0.99,0.77,4,184,3,0,0,0,marketing,medium
0.65,0.94,4,174,3,0,0,0,sales,medium
0.92,0.81,3,196,2,0,0,0,sales,medium
0.88,0.76,3,223,3,0,0,0,sales,medium
0.99,0.86,3,198,3,0,0,0,sales,medium
0.96,0.93,5,141,2,1,0,0,sales,medium
0.55,0.85,4,273,2,0,0,0,sales,medium
0.71,0.94,4,209,3,0,0,0,sales,medium
0.72,0.68,3,135,4,0,0,0,sales,medium
0.23,0.5,5,100,3,0,0,0,sales,medium
0.78,0.61,3,193,3,0,0,0,sales,medium
0.82,0.61,3,229,2,0,0,0,sales,medium
0.49,0.74,4,104,4,0,0,0,sales,medium
0.96,0.82,4,201,2,0,0,0,sales,high
0.5,0.78,3,206,3,1,0,1,sales,high
0.98,0.57,5,141,3,0,0,1,sales,high
0.85,0.57,4,150,3,0,0,1,sales,high
0.72,0.75,3,166,3,0,0,1,sales,high
0.78,0.83,4,252,2,0,0,1,sales,high
0.62,0.43,2,106,2,0,0,1,sales,high
0.64,0.38,5,171,6,1,0,1,accounting,high
0.24,0.5,4,232,3,0,0,1,accounting,high
0.84,0.78,5,172,2,0,0,1,accounting,high
0.61,0.61,4,239,2,0,0,1,hr,high
0.79,0.71,4,222,3,0,0,1,hr,high
0.86,0.77,3,152,3,0,0,1,hr,low
0.7,0.54,3,198,3,1,0,1,hr,low
0.53,0.76,5,143,4,0,0,1,technical,low
0.58,0.88,3,157,4,0,0,1,technical,low
0.45,0.55,5,268,2,0,0,0,technical,low
0.86,0.87,4,183,3,0,0,0,technical,low
0.95,0.81,4,238,2,0,0,0,technical,low
0.51,0.84,4,214,2,0,0,0,technical,low
0.35,0.41,6,244,3,0,0,0,technical,low
0.99,0.57,3,221,3,0,0,0,technical,low
0.73,0.49,4,200,2,1,0,0,technical,low
0.44,0.48,2,226,3,0,0,0,technical,low
0.43,0.74,4,121,5,1,0,0,technical,low
0.81,0.77,5,249,2,0,0,0,support,low
0.77,0.83,3,204,3,0,0,0,support,low
0.52,0.86,5,256,3,0,0,0,support,medium
0.21,0.92,2,211,2,0,0,0,support,medium
0.88,0.93,3,162,3,0,0,0,support,medium
0.48,0.8,5,235,2,0,0,0,support,medium
0.21,0.63,5,226,3,0,0,0,support,medium
0.81,0.53,4,242,3,0,0,0,support,medium
0.38,0.77,3,173,5,0,0,0,support,medium
0.67,0.77,5,167,2,0,0,0,support,medium
0.87,0.94,4,256,2,0,0,0,support,medium
0.85,0.41,2,229,6,0,0,0,technical,medium
0.52,0.9,5,176,3,0,0,0,technical,medium
0.9,0.95,3,133,4,0,0,0,technical,medium
0.85,0.56,5,203,3,0,0,0,management,high
0.77,0.52,3,210,3,1,0,0,IT,high
0.61,0.97,4,198,2,0,0,0,IT,high
0.74,0.54,3,175,3,1,0,0,IT,high
0.56,0.85,5,245,3,0,0,0,IT,high
0.28,0.97,4,102,3,0,0,0,IT,high
0.86,0.68,2,192,3,0,0,0,product_mng,high
0.63,0.78,4,160,2,0,0,0,product_mng,high
0.85,0.96,3,211,2,0,0,0,product_mng,low
0.84,0.84,6,261,5,0,0,0,product_mng,low
0.98,0.6,4,191,3,0,0,0,IT,low
0.51,0.78,5,225,4,0,0,0,RandD,low
0.71,0.85,4,157,2,0,0,0,RandD,low
0.88,0.69,3,248,4,0,0,0,RandD,low
0.16,0.81,2,159,6,1,0,0,RandD,low
0.98,0.86,4,254,2,1,0,0,RandD,low
0.81,0.76,3,203,3,0,0,0,RandD,medium
0.17,0.79,2,126,5,0,0,0,marketing,medium
0.22,0.65,6,212,4,0,0,0,sales,medium
0.67,0.69,5,225,3,0,0,0,accounting,medium
0.72,0.83,5,193,2,0,0,0,support,medium
